"tree"
"(t10:0.02293336,t11:0.00697941,(t12:0.01120839,(t13:0.02065563,(t16:0.00000040,(((t18:0.00200432,t19:0.01409029)0.997394:0.00299991,((t7:0.00000930,(t8:0.00000641,t9:0.00911990)0.997805:0.00399039)1.000000:0.01463130,((t5:0.01539698,t6:0.02398849)1.000000:0.00950619,(t4:0.01485745,(t3:0.01621356,(t1:0.00275183,t2:0.04733500)0.745341:0.00131690)0.992027:0.00223114)0.998995:0.00715731)1.000000:0.02313151)1.000000:0.04636332)1.000000:0.00606416,((t14:0.00564055,t15:0.00451215)1.000000:0.02535476,t17:0.01921043)0.000000:0.00000846)0.000000:0.00000040)1.000000:0.01725433)1.000000:0.02869913)0.999922:0.00555094);"
"(t3:0.01203874,(t4:0.00933962,((t5:0.02238041,t6:0.01727713)1.000000:0.01639388,((t9:0.00299686,(t7:0.00199763,t8:0.00000410)0.999827:0.00202238)0.949352:0.00351180,((t18:0.00000415,t19:0.01108959)1.000000:0.00605878,((t16:0.00000118,(t17:0.01523338,(t14:0.00405401,t15:0.00097613)1.000000:0.02565671)0.999747:0.00393672)0.000000:0.00000118,(t13:0.02075828,(t12:0.00322759,(t10:0.01147059,t11:0.01284561)0.999584:0.00399761)1.000000:0.02430260)0.999998:0.00591173)0.998956:0.00297954)1.000000:0.03338994)1.000000:0.03862343)1.000000:0.01348847)0.999741:0.00370518,(t2:0.04780952,t1:0.00001446)0.999189:0.00401248);"
"(t3:0.01815493,(t2:0.03888935,t1:0.00201350)0.812266:0.00220220,(t4:0.00858881,((t5:0.01943932,t6:0.02969647)0.999999:0.01319852,((t7:0.00000893,(t8:0.00000804,t9:0.00702007)0.999671:0.00398492)0.980611:0.00679140,((t14:0.00353421,t15:0.00354249)1.000000:0.02673403,((t13:0.01824367,(t12:0.01107821,(t10:0.02090394,t11:0.00680174)0.999999:0.00674595)1.000000:0.01737861)1.000000:0.00598448,(t17:0.02017605,(t16:0.00000194,(t18:0.00000605,t19:0.01508198)1.000000:0.00503825)0.000000:0.00000682)0.999998:0.00301314)0.788006:0.00175764)1.000000:0.03591456)1.000000:0.04494278)1.000000:0.01438058)0.999962:0.00673011);"
"(t14:0.00472050,t15:0.00236550,((((((t3:0.01201024,(t2:0.05372843,t1:0.00358034)0.988731:0.00373451)0.492501:0.00104433,t4:0.00807688)1.000000:0.01828921,(t6:0.01799520,t5:0.03037998)0.985331:0.00698349)1.000000:0.02775952,(t9:0.00199593,(t8:0.00000469,t7:0.00298925)0.939993:0.00100883)0.999999:0.00914997)1.000000:0.03737063,(t13:0.02438254,(t12:0.00808694,(t10:0.01799606,t11:0.00739352)0.999972:0.00499202)1.000000:0.02127785)0.999985:0.00950928)0.000000:0.00001461,((t16:0.00000150,t17:0.02022117)0.000000:0.00000150,(t18:0.00000615,t19:0.01307729)1.000000:0.00705069)1.000000:0.00402317)1.000000:0.02849955);"
"(t1:0.00299063,(t3:0.01032337,t2:0.04885039)0.992293:0.00291565,(t4:0.00476929,((t6:0.02147944,t5:0.02126155)1.000000:0.01431922,((t9:0.00099645,(t7:0.00200074,t8:0.00000412)0.999979:0.00301250)0.999906:0.00675496,((t16:0.00000033,(t17:0.01410138,(t18:0.00000485,t19:0.01608326)1.000000:0.00604651)0.000000:0.00000033)0.976830:0.00100324,((t14:0.00531638,t15:0.00907530)1.000000:0.02625683,(t13:0.02024973,(t12:0.01113963,(t10:0.01631888,t11:0.01124017)0.995637:0.00292051)1.000000:0.02045662)0.997721:0.00424937)0.000000:0.00000946)1.000000:0.02663104)1.000000:0.03049690)1.000000:0.01143183)0.999955:0.00327663);"
"(t10:0.01348153,t11:0.01085489,(t12:0.00840244,(t13:0.01732382,((t14:0.00236780,t15:0.00472066)1.000000:0.02441033,(t17:0.01518907,(t16:0.00000762,((((t5:0.01627847,t6:0.02103552)1.000000:0.01152529,(t4:0.01634934,(t3:0.01629956,(t2:0.04751277,t1:0.00604808)0.758327:0.00209082)1.000000:0.00898904)0.982233:0.00613391)1.000000:0.02616877,(t9:0.00401592,(t8:0.00000454,t7:0.00200064)0.943831:0.00099855)0.999298:0.00581976)1.000000:0.04936985,(t18:0.00000531,t19:0.01516860)0.999869:0.00399636)1.000000:0.00607647)0.000000:0.00000762)0.559350:0.00097239)1.000000:0.00806886)1.000000:0.02231129)0.999994:0.00498546);"
"(t2:0.03756341,(t3:0.01107724,(t4:0.00970187,((t5:0.01728336,t6:0.02038894)1.000000:0.01237415,((t9:0.00198136,(t7:0.00401418,t8:0.00000472)0.999945:0.00302144)0.999995:0.00847287,(((t13:0.02475942,(t12:0.01258194,(t10:0.01406864,t11:0.00770530)1.000000:0.01162898)1.000000:0.02551712)1.000000:0.00864860,(t16:0.00000099,((t18:0.00196770,t19:0.02131603)1.000000:0.00805199,t17:0.01205511)0.000000:0.00000099)1.000000:0.00404969)0.000000:0.00002907,(t14:0.00400615,t15:0.00299970)1.000000:0.02125476)1.000000:0.03499899)1.000000:0.03609000)1.000000:0.01507931)0.999985:0.00446223)0.640507:0.00241992,t1:0.00492326);"
"(t10:0.01339542,t11:0.00785316,(t12:0.00740334,(t13:0.03319437,(((((t5:0.01845358,t6:0.02039977)1.000000:0.01387911,(t3:0.01201614,(t4:0.01312618,(t2:0.03252670,t1:0.00252912)0.985974:0.00252638)0.999896:0.00311291)0.976691:0.00497444)1.000000:0.02707773,(t9:0.00502671,(t8:0.00000469,t7:0.00299843)0.919920:0.00200007)1.000000:0.01005745)1.000000:0.03136738,(t14:0.00348922,t15:0.00463218)1.000000:0.02519537)0.000000:0.00002960,((t18:0.00097384,t19:0.02024298)1.000000:0.00607720,(t17:0.02447016,t16:0.00000057)0.000000:0.00000057)0.981823:0.00101198)1.000000:0.00961151)1.000000:0.02561775)0.999993:0.00499855);"
"(t10:0.01716697,t11:0.00809170,(t12:0.00218683,(t13:0.01672803,((t17:0.01809485,(t14:0.00200112,t15:0.00401496)1.000000:0.02120403)0.999987:0.00535194,(t16:0.00000488,((t9:0.00255662,(t8:0.00000532,(t7:0.00096651,(t2:0.04580572,(t1:0.00245466,(t3:0.01576441,(t4:0.01294000,(t5:0.01760401,t6:0.01705750)1.000000:0.01844386)1.000000:0.00784712)0.995326:0.00297810)0.419075:0.00122294)1.000000:0.04836935)0.999984:0.00406701)0.841173:0.00253094)1.000000:0.05739205,(t19:0.01510691,t18:0.00100598)0.942507:0.00195783)0.999975:0.00406131)0.000000:0.00000582)1.000000:0.00898337)1.000000:0.02498685)1.000000:0.00723011);"
"(t14:0.00661811,t15:0.00552092,((((t5:0.01929113,t6:0.02242103)1.000000:0.02387776,(t4:0.01895114,((t2:0.04115220,t3:0.01017310)0.606578:0.00088584,t1:0.00100657)0.999366:0.00350718)0.983469:0.00545770)1.000000:0.02877592,(t7:0.00000525,(t9:0.00823613,t8:0.00000476)1.000000:0.00400672)1.000000:0.01175075)1.000000:0.04251346,(((t13:0.02264562,(t12:0.00905828,(t10:0.01608576,t11:0.00725812)1.000000:0.00604618)1.000000:0.02058155)1.000000:0.00770943,(t17:0.01827287,(t18:0.00000400,t19:0.01921224)1.000000:0.00704665)0.000000:0.00000060)0.000000:0.00000060,t16:0.00000358)0.995104:0.00383100)1.000000:0.02381386);"
